id;nombre;edad;genero;ciudad;comentario;categoria_del_problema;nivel_de_urgencia;fecha_del_reporte;acceso_a_internet;atencion_previa_del_gobierno;zona_rural
8142;camilo;39;f;manizales;necesitamos mas acceso a internet en la zona;salud;urgente;2024 10 24;1;1;0
8143;carlos;80;otro;cartagena;la contaminacion del rio esta aumentando;medio ambiente;urgente;2024 08 20;1;0;1
8144;carlos;15;otro;pereira;las calles estan muy oscuras y peligrosas;educacion;urgente;2024 05 10;0;1;1
8145;laura;72;f;bucaramanga;no hay suficientes escuelas publicas;seguridad;urgente;2023 10 15;1;0;1
8146;pedro;24;otro;cartagena;no hay suficientes escuelas publicas;salud;urgente;2023 04 08;0;0;0
8147;carlos;28;otro;barranquilla;las basuras no se recogen a tiempo;educacion;urgente;2023 12 06;0;1;1
8148;laura;24;f;cartagena;nan;medio ambiente;urgente;2024 04 04;0;1;1
8149;jorge;79;f;barranquilla;hay problemas con la recoleccion de basura;educacion;no urgente;2023 04 15;0;0;1
8150;juan;34;otro;cartagena;no hay suficientes escuelas publicas;seguridad;urgente;2023 08 17;0;1;0
8151;jorge;17;m;cali;queremos mas presencia policial;educacion;urgente;2024 02 20;1;1;0
8152;ana;72;f;manizales;las calles estan muy oscuras y peligrosas;medio ambiente;urgente;2024 06 02;1;0;1
8153;valentina;34;otro;cali;las calles estan muy oscuras y peligrosas;salud;urgente;2024 01 02;0;0;0
8154;valentina;24;otro;bucaramanga;queremos mas presencia policial;educacion;no urgente;2024 06 05;0;1;1
8155;pedro;19;f;cucuta;necesitamos mas acceso a internet en la zona;seguridad;no urgente;2023 08 06;1;1;1
8156;carlos;54;f;pereira;las calles estan muy oscuras y peligrosas;seguridad;no urgente;2024 06 05;0;1;0
8157;jorge;74;nan;manizales;necesitamos mas acceso a internet en la zona;seguridad;no urgente;2024 04 02;1;0;1
8158;jorge;53;m;barranquilla;falta agua potable en varias casas;salud;urgente;2023 11 09;1;1;1
8159;maria;57;otro;manizales;la contaminacion del rio esta aumentando;medio ambiente;urgente;2024 03 29;0;0;0
8160;pedro;43;otro;manizales;queremos mas presencia policial;salud;no urgente;2024 07 14;1;1;0
8161;carlos;23;f;pereira;no tenemos centros culturales ni bibliotecas;medio ambiente;no urgente;2024 08 15;1;1;1
8162;camilo;35;m;cali;nan;medio ambiente;urgente;2023 06 13;1;0;0
8163;jorge;60;m;bucaramanga;las calles estan muy oscuras y peligrosas;salud;urgente;2024 10 27;0;0;0
8164;sofia;;f;bogota;necesitamos mas acceso a internet en la zona;seguridad;no urgente;2023 06 17;0;0;0
8165;juan;43;otro;cartagena;falta agua potable en varias casas;medio ambiente;urgente;2023 02 03;0;0;0
8166;pedro;23;f;manizales;no tenemos centros culturales ni bibliotecas;educacion;no urgente;2023 05 11;1;1;0
8167;sofia;80;nan;medellin;hay problemas con la recoleccion de basura;medio ambiente;urgente;2024 01 10;0;0;0
8168;carlos;18;m;cartagena;necesitamos mas acceso a internet en la zona;salud;no urgente;2023 10 25;1;0;1
8169;carlos;68;f;santa marta;las basuras no se recogen a tiempo;seguridad;urgente;2023 08 24;0;0;0
8170;laura;36;otro;cucuta;la contaminacion del rio esta aumentando;seguridad;urgente;2023 08 20;1;1;1
8171;laura;42;nan;cucuta;nan;salud;no urgente;2023 06 18;1;1;0
8172;jorge;57;f;bogota;nan;medio ambiente;urgente;2023 11 15;1;1;1
8173;laura;;otro;cali;queremos mas presencia policial;salud;no urgente;2024 07 17;0;1;0
8174;jorge;45;otro;bucaramanga;no tenemos centros culturales ni bibliotecas;salud;no urgente;2024 09 24;0;1;0
8175;ana;69;f;barranquilla;no tenemos centros culturales ni bibliotecas;educacion;urgente;2024 03 20;1;1;1
8176;juan;64;m;cali;la contaminacion del rio esta aumentando;educacion;no urgente;2023 07 12;0;0;1
8177;laura;71;f;manizales;necesitamos mas acceso a internet en la zona;educacion;no urgente;2023 01 29;0;0;1
8178;juan;78;otro;cartagena;hay problemas con la recoleccion de basura;seguridad;no urgente;2023 05 17;0;1;0
8179;carlos;;otro;pereira;la contaminacion del rio esta aumentando;medio ambiente;urgente;2023 12 22;1;0;0
8180;laura;55;otro;pereira;queremos mas presencia policial;medio ambiente;no urgente;2023 01 20;1;1;0
8181;carlos;51;m;cartagena;la contaminacion del rio esta aumentando;salud;no urgente;2024 10 12;0;1;1
8182;sofia;;f;bucaramanga;queremos mas presencia policial;seguridad;urgente;2023 11 18;0;0;0
8183;sofia;38;f;santa marta;la contaminacion del rio esta aumentando;medio ambiente;no urgente;2024 09 07;1;1;0
8184;valentina;55;otro;barranquilla;no tenemos centros culturales ni bibliotecas;educacion;urgente;2024 08 17;1;0;1
8185;pedro;49;m;cucuta;no hay suficientes escuelas publicas;educacion;no urgente;2023 04 30;1;0;1
8186;ana;54;m;santa marta;faltan medicos en el centro de salud;seguridad;urgente;2024 05 21;0;1;0
8187;juan;46;otro;medellin;las basuras no se recogen a tiempo;salud;urgente;2023 09 17;1;0;0
8188;sofia;80;m;cartagena;necesitamos mas acceso a internet en la zona;seguridad;no urgente;2024 07 15;0;0;1
8189;jorge;78;otro;manizales;falta agua potable en varias casas;medio ambiente;no urgente;2024 01 20;1;0;1
8190;laura;59;m;santa marta;falta agua potable en varias casas;educacion;no urgente;2024 02 17;1;1;1
8191;maria;;m;manizales;no hay suficientes escuelas publicas;medio ambiente;no urgente;2023 04 30;0;0;0
8192;maria;23;otro;santa marta;no tenemos centros culturales ni bibliotecas;medio ambiente;no urgente;2024 10 26;0;0;1
8193;ana;57;f;cucuta;las calles estan muy oscuras y peligrosas;medio ambiente;no urgente;2024 01 12;1;1;0
8194;carlos;36;otro;pereira;no tenemos centros culturales ni bibliotecas;educacion;urgente;2023 12 29;1;0;1
8195;carlos;57;otro;cucuta;nan;salud;urgente;2024 05 25;0;1;0
8196;laura;71;otro;santa marta;faltan medicos en el centro de salud;educacion;urgente;2024 11 22;1;0;0
8197;jorge;59;otro;barranquilla;hay problemas con la recoleccion de basura;educacion;no urgente;2023 05 05;0;0;0
8198;camilo;35;m;bogota;hay problemas con la recoleccion de basura;seguridad;urgente;2023 10 12;1;0;1
8199;valentina;63;f;santa marta;las basuras no se recogen a tiempo;seguridad;urgente;2023 04 27;0;1;0
8200;camilo;55;f;pereira;necesitamos mas acceso a internet en la zona;medio ambiente;no urgente;2023 03 22;1;0;0
8201;maria;41;otro;medellin;necesitamos mas acceso a internet en la zona;educacion;no urgente;2023 07 29;0;0;0
8202;valentina;17;otro;manizales;no hay suficientes escuelas publicas;salud;urgente;2023 09 15;0;1;1
8203;juan;28;f;santa marta;nan;medio ambiente;urgente;2023 07 22;0;0;1
8204;camilo;60;f;bucaramanga;queremos mas presencia policial;educacion;no urgente;2024 07 31;1;1;1
8205;camilo;46;f;manizales;hay problemas con la recoleccion de basura;medio ambiente;no urgente;2023 06 22;0;1;1
8206;pedro;52;otro;bucaramanga;nan;seguridad;no urgente;2024 06 05;0;0;0
8207;sofia;20;f;pereira;la contaminacion del rio esta aumentando;salud;no urgente;2023 04 08;1;0;0
8208;ana;30;otro;manizales;hay problemas con la recoleccion de basura;salud;no urgente;2023 11 07;0;1;1
8209;jorge;61;f;medellin;queremos mas presencia policial;medio ambiente;no urgente;2023 06 07;0;0;0
8210;juan;25;m;santa marta;las calles estan muy oscuras y peligrosas;educacion;urgente;2024 08 26;0;0;0
8211;sofia;42;m;barranquilla;faltan medicos en el centro de salud;salud;urgente;2024 05 25;0;1;1
8212;jorge;59;otro;pereira;hay problemas con la recoleccion de basura;seguridad;no urgente;2024 02 15;1;1;1
8213;juan;64;f;medellin;falta agua potable en varias casas;salud;no urgente;2024 10 10;1;0;1
8214;laura;69;otro;bogota;necesitamos mas acceso a internet en la zona;educacion;urgente;2023 09 11;0;0;0
8215;maria;50;otro;bucaramanga;no tenemos centros culturales ni bibliotecas;salud;no urgente;2024 04 13;0;0;0
8216;carlos;32;m;manizales;faltan medicos en el centro de salud;educacion;no urgente;2024 06 09;1;1;1
8217;valentina;76;f;medellin;las basuras no se recogen a tiempo;seguridad;urgente;2024 03 16;0;1;0
8218;ana;22;f;cali;la contaminacion del rio esta aumentando;educacion;no urgente;2024 06 19;0;0;0
8219;carlos;78;otro;bogota;la contaminacion del rio esta aumentando;medio ambiente;urgente;2024 09 15;1;0;0
8220;maria;77;otro;pereira;no hay suficientes escuelas publicas;medio ambiente;urgente;2024 06 13;1;0;0
8221;sofia;37;f;cartagena;queremos mas presencia policial;educacion;no urgente;2024 07 05;0;1;0
8222;carlos;74;otro;cali;nan;seguridad;urgente;2024 08 01;0;0;0
8223;pedro;70;f;cucuta;la contaminacion del rio esta aumentando;salud;no urgente;2023 12 02;1;1;0
8224;laura;63;m;santa marta;hay problemas con la recoleccion de basura;educacion;no urgente;2023 11 26;1;0;1
8225;sofia;36;otro;bucaramanga;falta agua potable en varias casas;salud;urgente;2023 04 21;0;0;1
8226;carlos;23;f;cali;faltan medicos en el centro de salud;medio ambiente;no urgente;2024 10 25;1;1;1
8227;sofia;48;m;pereira;la contaminacion del rio esta aumentando;seguridad;urgente;2023 12 17;1;1;0
8228;camilo;42;otro;cartagena;queremos mas presencia policial;educacion;no urgente;2024 07 06;0;0;1
8229;sofia;32;m;cucuta;hay problemas con la recoleccion de basura;educacion;urgente;2024 08 17;1;1;0
8230;juan;68;otro;manizales;queremos mas presencia policial;educacion;no urgente;2024 01 22;0;1;0
8231;laura;42;m;manizales;no hay suficientes escuelas publicas;seguridad;no urgente;2024 01 05;0;0;0
8232;camilo;;m;bogota;no hay suficientes escuelas publicas;salud;no urgente;2024 06 14;0;1;1
8233;pedro;21;otro;bogota;queremos mas presencia policial;salud;urgente;2023 03 28;1;0;1
8234;valentina;52;f;medellin;faltan medicos en el centro de salud;salud;no urgente;2023 08 25;1;1;1
8235;maria;58;f;cucuta;no tenemos centros culturales ni bibliotecas;seguridad;urgente;2023 01 24;1;0;1
8236;laura;75;otro;santa marta;necesitamos mas acceso a internet en la zona;educacion;urgente;2023 05 24;0;0;0
8237;laura;;f;bogota;hay problemas con la recoleccion de basura;educacion;no urgente;2023 08 26;0;0;0
8238;carlos;36;nan;cali;no tenemos centros culturales ni bibliotecas;educacion;urgente;2023 07 21;0;0;0
8239;pedro;38;otro;manizales;las basuras no se recogen a tiempo;seguridad;no urgente;2024 03 31;1;0;1
8240;carlos;35;f;medellin;las basuras no se recogen a tiempo;salud;no urgente;2023 08 19;1;1;1
8241;maria;58;f;barranquilla;las calles estan muy oscuras y peligrosas;educacion;no urgente;2023 10 15;0;1;0
8242;valentina;50;m;bucaramanga;las basuras no se recogen a tiempo;medio ambiente;urgente;2024 07 24;0;1;0
8243;laura;66;f;bogota;necesitamos mas acceso a internet en la zona;salud;urgente;2024 11 16;0;1;0
8244;carlos;;f;medellin;la contaminacion del rio esta aumentando;educacion;no urgente;2023 12 13;1;1;0
8245;jorge;69;m;cartagena;faltan medicos en el centro de salud;medio ambiente;no urgente;2024 09 13;1;0;1
8246;camilo;28;m;bogota;las calles estan muy oscuras y peligrosas;salud;urgente;2024 04 09;0;1;0
8247;carlos;36;otro;nan;la contaminacion del rio esta aumentando;salud;urgente;2023 05 07;0;1;1
8248;pedro;18;otro;manizales;falta agua potable en varias casas;seguridad;urgente;2023 06 16;0;1;0
8249;valentina;78;f;manizales;las calles estan muy oscuras y peligrosas;salud;no urgente;2023 12 03;1;0;0
8250;maria;24;otro;manizales;no hay suficientes escuelas publicas;salud;no urgente;2023 04 07;0;1;1
8251;ana;24;f;cartagena;no hay suficientes escuelas publicas;medio ambiente;urgente;2023 12 12;1;1;0
8252;carlos;32;m;manizales;faltan medicos en el centro de salud;seguridad;no urgente;2024 06 30;0;0;1
8253;carlos;71;f;medellin;falta agua potable en varias casas;medio ambiente;no urgente;2023 09 01;0;1;0
8254;carlos;22;otro;santa marta;la contaminacion del rio esta aumentando;salud;urgente;2024 05 13;0;1;1
8255;ana;49;otro;cucuta;las calles estan muy oscuras y peligrosas;medio ambiente;no urgente;2024 11 17;0;0;1
8256;carlos;44;m;cali;necesitamos mas acceso a internet en la zona;seguridad;urgente;2023 02 09;0;1;0
8257;carlos;32;m;bucaramanga;las calles estan muy oscuras y peligrosas;educacion;urgente;2023 10 09;1;1;0
8258;ana;59;m;pereira;nan;educacion;urgente;2023 08 25;1;1;0
8259;valentina;;f;santa marta;no hay suficientes escuelas publicas;educacion;no urgente;2024 02 19;0;1;1
8260;juan;;m;cucuta;nan;educacion;no urgente;2023 12 25;1;1;0
8261;jorge;44;nan;bucaramanga;no hay suficientes escuelas publicas;seguridad;no urgente;2023 02 13;0;1;0
8262;juan;27;m;barranquilla;falta agua potable en varias casas;seguridad;urgente;2024 08 20;1;0;0
8263;jorge;65;f;medellin;falta agua potable en varias casas;salud;no urgente;2024 01 20;0;1;1
8264;carlos;23;f;bucaramanga;las calles estan muy oscuras y peligrosas;educacion;urgente;2024 04 23;0;0;1
8265;jorge;;f;barranquilla;necesitamos mas acceso a internet en la zona;medio ambiente;no urgente;2024 08 28;0;1;1
8266;maria;33;otro;cali;las calles estan muy oscuras y peligrosas;medio ambiente;urgente;2023 04 01;0;1;0
8267;pedro;75;f;cali;necesitamos mas acceso a internet en la zona;salud;no urgente;2024 06 28;1;0;1
8268;ana;57;f;barranquilla;no tenemos centros culturales ni bibliotecas;seguridad;no urgente;2023 08 16;0;1;1
8269;valentina;28;m;cartagena;las calles estan muy oscuras y peligrosas;medio ambiente;urgente;2024 04 29;0;1;1
8270;ana;31;m;cali;hay problemas con la recoleccion de basura;seguridad;urgente;2023 08 02;0;0;0
8271;juan;25;f;manizales;nan;seguridad;urgente;2024 08 16;0;0;0
8272;pedro;27;otro;pereira;las calles estan muy oscuras y peligrosas;educacion;no urgente;2024 02 02;1;1;1
8273;laura;79;otro;cucuta;las basuras no se recogen a tiempo;salud;urgente;2024 05 21;1;0;1
8274;camilo;57;m;manizales;faltan medicos en el centro de salud;seguridad;no urgente;2024 11 09;1;0;1
8275;laura;53;m;cali;no hay suficientes escuelas publicas;salud;no urgente;2023 06 12;1;1;1
8276;juan;;otro;barranquilla;las calles estan muy oscuras y peligrosas;medio ambiente;no urgente;2023 05 08;1;1;0
8277;jorge;70;f;nan;faltan medicos en el centro de salud;medio ambiente;urgente;2024 11 27;0;0;1
8278;ana;26;otro;cucuta;no hay suficientes escuelas publicas;seguridad;urgente;2023 02 26;1;0;0
8279;ana;23;m;bucaramanga;hay problemas con la recoleccion de basura;educacion;urgente;2024 06 11;0;1;1
8280;carlos;64;m;cali;las calles estan muy oscuras y peligrosas;educacion;urgente;2024 03 26;0;0;1
8281;jorge;65;f;manizales;faltan medicos en el centro de salud;seguridad;urgente;2023 07 07;1;1;0
8282;camilo;69;otro;bucaramanga;hay problemas con la recoleccion de basura;educacion;urgente;2023 12 14;0;0;1
8283;maria;18;m;pereira;no hay suficientes escuelas publicas;seguridad;no urgente;2023 02 11;1;0;1
8284;pedro;20;otro;manizales;no tenemos centros culturales ni bibliotecas;salud;no urgente;2023 04 23;0;0;0
8285;laura;53;f;manizales;no tenemos centros culturales ni bibliotecas;salud;urgente;2023 11 05;1;0;1
8286;laura;39;f;cali;nan;salud;no urgente;2023 02 28;1;1;1
8287;camilo;24;otro;pereira;hay problemas con la recoleccion de basura;salud;urgente;2024 01 11;1;0;1
8288;carlos;77;m;bogota;las basuras no se recogen a tiempo;medio ambiente;no urgente;2024 04 08;0;1;1
8289;maria;68;m;manizales;las basuras no se recogen a tiempo;seguridad;urgente;2024 06 30;1;0;0
8290;juan;69;otro;cartagena;las calles estan muy oscuras y peligrosas;medio ambiente;no urgente;2023 09 28;0;0;0
8291;laura;55;nan;cucuta;las basuras no se recogen a tiempo;salud;urgente;2024 04 20;0;0;1
8292;valentina;45;m;bogota;no tenemos centros culturales ni bibliotecas;educacion;no urgente;2023 02 28;1;0;1
8293;juan;;otro;cucuta;hay problemas con la recoleccion de basura;salud;urgente;2023 08 28;0;1;1
8294;ana;80;f;cucuta;las calles estan muy oscuras y peligrosas;medio ambiente;urgente;2023 05 06;0;1;1
8295;valentina;73;m;bucaramanga;queremos mas presencia policial;medio ambiente;urgente;2023 07 28;1;1;0
8296;ana;26;m;manizales;nan;medio ambiente;urgente;2023 03 10;0;0;0
8297;jorge;52;f;barranquilla;la contaminacion del rio esta aumentando;educacion;no urgente;2023 08 02;0;0;1
8298;pedro;61;m;manizales;faltan medicos en el centro de salud;educacion;no urgente;2024 06 29;1;0;0
8299;camilo;54;m;medellin;las calles estan muy oscuras y peligrosas;educacion;urgente;2024 08 20;0;0;0
8300;ana;20;otro;bucaramanga;las basuras no se recogen a tiempo;salud;urgente;2023 01 22;1;0;0
8301;ana;27;otro;cartagena;las calles estan muy oscuras y peligrosas;seguridad;no urgente;2023 07 10;1;1;1
8302;laura;28;m;cartagena;faltan medicos en el centro de salud;seguridad;no urgente;2023 11 10;1;1;1
8303;sofia;77;otro;santa marta;las calles estan muy oscuras y peligrosas;educacion;no urgente;2024 05 27;0;0;0
8304;valentina;43;m;barranquilla;no hay suficientes escuelas publicas;seguridad;urgente;2024 06 16;0;1;1
8305;laura;55;f;cartagena;hay problemas con la recoleccion de basura;seguridad;no urgente;2023 08 23;1;1;1
8306;camilo;55;f;bucaramanga;faltan medicos en el centro de salud;seguridad;urgente;2023 11 25;1;1;1
8307;maria;52;f;cucuta;las calles estan muy oscuras y peligrosas;educacion;no urgente;2024 08 20;1;0;0
8308;valentina;42;f;santa marta;la contaminacion del rio esta aumentando;educacion;no urgente;2023 01 06;1;1;1
8309;maria;42;m;manizales;las basuras no se recogen a tiempo;medio ambiente;no urgente;2023 02 28;1;0;0
8310;jorge;33;otro;manizales;falta agua potable en varias casas;seguridad;urgente;2024 10 18;1;0;1
8311;juan;59;otro;medellin;necesitamos mas acceso a internet en la zona;salud;urgente;2023 05 27;1;0;1
8312;laura;68;f;bogota;las calles estan muy oscuras y peligrosas;salud;no urgente;2023 12 07;1;0;0
8313;jorge;55;otro;pereira;las calles estan muy oscuras y peligrosas;seguridad;no urgente;2023 08 23;0;0;1
8314;pedro;;f;bogota;necesitamos mas acceso a internet en la zona;salud;urgente;2023 03 14;1;1;0
8315;ana;;m;medellin;las calles estan muy oscuras y peligrosas;seguridad;urgente;2023 09 05;1;0;0
8316;camilo;23;otro;medellin;las basuras no se recogen a tiempo;salud;no urgente;2024 10 15;1;1;1
8317;sofia;24;f;bogota;las basuras no se recogen a tiempo;educacion;urgente;2024 11 02;0;1;1
8318;laura;22;f;manizales;necesitamos mas acceso a internet en la zona;salud;no urgente;2024 04 14;0;0;0
8319;carlos;;m;cucuta;falta agua potable en varias casas;seguridad;urgente;2024 08 17;1;1;1
8320;ana;55;otro;bucaramanga;no tenemos centros culturales ni bibliotecas;seguridad;urgente;2024 05 20;1;0;0
8321;laura;;f;cartagena;no tenemos centros culturales ni bibliotecas;educacion;urgente;2023 05 17;1;0;1
8322;maria;63;f;cali;las basuras no se recogen a tiempo;salud;no urgente;2023 09 21;0;1;1
8323;ana;28;m;cali;no tenemos centros culturales ni bibliotecas;seguridad;urgente;2023 01 14;0;0;1
8324;maria;32;m;santa marta;falta agua potable en varias casas;educacion;no urgente;2024 10 10;1;0;1
8325;juan;39;f;bucaramanga;falta agua potable en varias casas;educacion;urgente;2024 05 01;0;1;0
8326;jorge;;f;medellin;necesitamos mas acceso a internet en la zona;salud;no urgente;2023 06 25;0;1;1
